,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,num_candidates,noise
78,candidate_2,candidate_1,candidate_3,0,candidate_5,5,0.022
79,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
80,0,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
81,candidate_2,0,candidate_3,candidate_4,candidate_5,5,0.022
82,candidate_2,candidate_1,candidate_3,0,candidate_5,5,0.022
83,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
84,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
85,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
86,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
87,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
88,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
89,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
90,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
91,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
92,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
93,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
94,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
95,candidate_2,0,candidate_3,candidate_4,candidate_5,5,0.022
96,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
97,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
98,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
99,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
100,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
101,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
102,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
103,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
104,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
105,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
106,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
107,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
108,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
109,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
110,candidate_2,candidate_1,candidate_3,candidate_4,candidate_5,5,0.022
0,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
1,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
2,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
3,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
4,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
5,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
6,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
7,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
8,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
9,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
10,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
11,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
12,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
13,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
14,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
15,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
16,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
17,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
18,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
19,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
20,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
21,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
22,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
23,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
24,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
25,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
26,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
27,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
28,candidate_2,candidate_1,0,candidate_5,candidate_4,5,0.022
29,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
30,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
31,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
32,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
33,candidate_2,candidate_1,candidate_3,candidate_5,candidate_4,5,0.022
0,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
1,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
2,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
3,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
4,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
5,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
6,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
7,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
8,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
9,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
10,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
11,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
12,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
13,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
14,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
15,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
16,candidate_2,candidate_1,candidate_4,0,candidate_5,5,0.022
17,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
18,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
19,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
20,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
21,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
22,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
23,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
24,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
25,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
26,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
27,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
28,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
29,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
30,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
31,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
32,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
33,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
34,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
35,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
36,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
37,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
38,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
39,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
40,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
41,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
42,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
43,candidate_2,candidate_1,candidate_4,0,0,5,0.022
44,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
45,candidate_2,candidate_1,0,candidate_3,candidate_5,5,0.022
46,candidate_2,candidate_1,candidate_4,candidate_3,0,5,0.022
47,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
48,0,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
49,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
50,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
51,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
52,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
53,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
54,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
55,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
56,candidate_2,0,candidate_4,candidate_3,candidate_5,5,0.022
57,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
58,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
59,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
60,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
61,candidate_2,candidate_1,candidate_4,candidate_3,0,5,0.022
62,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
63,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
64,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
65,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
66,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
67,candidate_2,candidate_1,0,candidate_3,candidate_5,5,0.022
68,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
69,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
70,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
71,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
72,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
73,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
74,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
75,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
76,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
77,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
78,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
79,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
80,candidate_2,candidate_1,candidate_4,0,candidate_5,5,0.022
81,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
82,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
83,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
84,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
85,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
86,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
87,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
88,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
89,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
90,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
91,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
92,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
93,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
94,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
95,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
96,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
97,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
98,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
99,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
100,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
101,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
102,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
103,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
104,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
105,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
106,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
107,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
108,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
109,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
110,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
111,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
112,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
113,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
114,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
115,candidate_2,0,0,candidate_3,candidate_5,5,0.022
116,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
117,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
118,candidate_2,candidate_1,candidate_4,0,candidate_5,5,0.022
119,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
120,candidate_2,0,candidate_4,candidate_3,candidate_5,5,0.022
121,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
122,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
123,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
124,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
125,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
126,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
127,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
128,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
129,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
130,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
131,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
132,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
133,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
134,candidate_2,candidate_1,candidate_4,0,candidate_5,5,0.022
135,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
136,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
137,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
138,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
139,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
140,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
141,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
142,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
143,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
144,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
145,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
146,candidate_2,candidate_1,candidate_4,candidate_3,candidate_5,5,0.022
0,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
1,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
2,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
3,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
4,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
5,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
6,candidate_2,candidate_1,candidate_4,candidate_5,0,5,0.022
7,candidate_2,candidate_1,candidate_4,candidate_5,0,5,0.022
8,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
9,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
10,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
11,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
12,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
13,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
14,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
15,candidate_2,candidate_1,0,candidate_5,0,5,0.022
16,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
17,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
18,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
19,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
20,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
21,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
22,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
23,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
24,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
25,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
26,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
27,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
28,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
29,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
30,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
31,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
32,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
33,candidate_2,candidate_1,candidate_4,candidate_5,candidate_3,5,0.022
0,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
1,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
2,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
3,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
4,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
5,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
6,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
7,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
8,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
9,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
10,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
11,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
12,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
13,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
14,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
15,candidate_2,candidate_1,candidate_5,0,candidate_4,5,0.022
16,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
17,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
18,candidate_2,0,candidate_5,candidate_3,candidate_4,5,0.022
19,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
20,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
21,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
22,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
23,candidate_2,0,candidate_5,candidate_3,candidate_4,5,0.022
24,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
25,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
26,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
27,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
28,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
29,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
30,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
31,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
32,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
33,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
34,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
35,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
36,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
37,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
38,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
39,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
40,candidate_2,0,candidate_5,candidate_3,candidate_4,5,0.022
41,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
42,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
43,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
44,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
45,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
46,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
47,0,candidate_1,candidate_5,candidate_3,0,5,0.022
48,candidate_2,candidate_1,0,candidate_3,candidate_4,5,0.022
49,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
50,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
51,candidate_2,candidate_1,0,candidate_3,candidate_4,5,0.022
52,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
53,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
54,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
55,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
56,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
57,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
58,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
59,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
60,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
61,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
62,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
63,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
64,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
65,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
66,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
67,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
68,candidate_2,0,candidate_5,candidate_3,candidate_4,5,0.022
69,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
70,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
71,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
72,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
73,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
74,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
75,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
76,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
77,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
78,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
79,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
80,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
81,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
82,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
83,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
84,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
85,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
86,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
87,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
88,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
89,candidate_2,candidate_1,0,candidate_3,candidate_4,5,0.022
90,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
91,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
92,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
93,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
94,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
95,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
96,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
97,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
98,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
99,candidate_2,candidate_1,candidate_5,0,candidate_4,5,0.022
100,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
101,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
102,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
103,candidate_2,0,candidate_5,candidate_3,candidate_4,5,0.022
104,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
105,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
106,0,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
107,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
108,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
109,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
110,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
111,candidate_2,candidate_1,candidate_5,0,candidate_4,5,0.022
112,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
113,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
114,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
115,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
116,candidate_2,candidate_1,0,candidate_3,candidate_4,5,0.022
117,candidate_2,0,candidate_5,candidate_3,candidate_4,5,0.022
118,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
119,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
120,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
121,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
122,candidate_2,candidate_1,candidate_5,candidate_3,candidate_4,5,0.022
