,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,num_candidates,noise
5,candidate_5,candidate_2,candidate_4,candidate_1,candidate_3,5,0.004
6,candidate_5,candidate_2,candidate_4,candidate_1,candidate_3,5,0.004
7,candidate_5,candidate_2,candidate_4,candidate_1,candidate_3,5,0.004
8,candidate_5,candidate_2,candidate_4,candidate_1,candidate_3,5,0.004
9,candidate_5,candidate_2,candidate_4,candidate_1,candidate_3,5,0.004
10,candidate_5,candidate_2,candidate_4,candidate_1,candidate_3,5,0.004
11,candidate_5,candidate_2,candidate_4,candidate_1,candidate_3,5,0.004
12,candidate_5,candidate_2,candidate_4,candidate_1,candidate_3,5,0.004
13,candidate_5,candidate_2,candidate_4,candidate_1,candidate_3,5,0.004
14,candidate_5,candidate_2,candidate_4,candidate_1,candidate_3,5,0.004
0,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
1,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
2,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
3,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
4,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
5,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
6,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
7,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
8,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
9,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
10,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
11,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
12,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
13,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
14,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
15,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
16,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
17,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
18,candidate_5,candidate_2,candidate_4,candidate_3,candidate_1,5,0.004
0,candidate_5,candidate_3,candidate_1,candidate_2,candidate_4,5,0.004
1,candidate_5,candidate_3,candidate_1,candidate_2,candidate_4,5,0.004
2,candidate_5,candidate_3,candidate_1,candidate_2,candidate_4,5,0.004
3,candidate_5,candidate_3,candidate_1,candidate_2,candidate_4,5,0.004
4,candidate_5,candidate_3,candidate_1,candidate_2,candidate_4,5,0.004
5,candidate_5,candidate_3,candidate_1,candidate_2,candidate_4,5,0.004
6,candidate_5,candidate_3,candidate_1,candidate_2,candidate_4,5,0.004
7,candidate_5,candidate_3,candidate_1,candidate_2,candidate_4,5,0.004
8,candidate_5,candidate_3,candidate_1,candidate_2,candidate_4,5,0.004
9,candidate_5,candidate_3,candidate_1,candidate_2,candidate_4,5,0.004
0,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
1,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
2,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
3,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
4,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
5,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
6,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
7,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
8,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
9,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
10,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
11,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
12,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
13,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
14,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
15,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
16,candidate_5,candidate_3,candidate_1,candidate_4,candidate_2,5,0.004
0,candidate_5,candidate_3,candidate_2,candidate_1,candidate_4,5,0.004
1,candidate_5,candidate_3,candidate_2,candidate_1,candidate_4,5,0.004
2,candidate_5,candidate_3,candidate_2,candidate_1,candidate_4,5,0.004
3,candidate_5,candidate_3,candidate_2,candidate_1,candidate_4,5,0.004
4,candidate_5,candidate_3,candidate_2,candidate_1,candidate_4,5,0.004
5,candidate_5,candidate_3,candidate_2,candidate_1,candidate_4,5,0.004
6,candidate_5,candidate_3,candidate_2,candidate_1,candidate_4,5,0.004
0,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
1,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
2,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
3,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
4,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
5,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
6,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
7,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
8,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
9,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
10,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
11,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
12,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
13,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
14,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
15,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
16,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
17,candidate_5,candidate_3,candidate_2,candidate_4,candidate_1,5,0.004
0,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
1,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
2,candidate_5,candidate_3,0,candidate_1,candidate_2,5,0.004
3,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
4,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
5,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
6,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
7,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
8,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
9,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
10,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
11,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
12,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
13,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
14,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
15,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
16,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
17,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
18,candidate_5,candidate_3,candidate_4,candidate_1,candidate_2,5,0.004
0,candidate_5,candidate_3,candidate_4,candidate_2,candidate_1,5,0.004
1,candidate_5,candidate_3,candidate_4,candidate_2,candidate_1,5,0.004
2,candidate_5,candidate_3,candidate_4,candidate_2,candidate_1,5,0.004
3,candidate_5,candidate_3,candidate_4,candidate_2,candidate_1,5,0.004
0,candidate_5,candidate_4,candidate_1,candidate_2,candidate_3,5,0.004
1,candidate_5,candidate_4,candidate_1,candidate_2,candidate_3,5,0.004
2,candidate_5,candidate_4,candidate_1,candidate_2,candidate_3,5,0.004
3,candidate_5,candidate_4,candidate_1,candidate_2,candidate_3,5,0.004
4,candidate_5,candidate_4,candidate_1,candidate_2,candidate_3,5,0.004
5,candidate_5,candidate_4,candidate_1,candidate_2,candidate_3,5,0.004
6,candidate_5,candidate_4,candidate_1,candidate_2,candidate_3,5,0.004
7,candidate_5,candidate_4,candidate_1,candidate_2,candidate_3,5,0.004
0,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
1,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
2,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
3,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
4,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
5,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
6,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
7,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
8,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
9,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
10,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
11,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
12,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
13,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
14,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
15,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
16,candidate_5,candidate_4,candidate_1,candidate_3,candidate_2,5,0.004
0,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
1,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
2,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
3,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
4,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
5,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
6,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
7,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
8,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
9,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
10,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
11,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
12,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
13,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
14,candidate_5,candidate_4,candidate_2,candidate_1,candidate_3,5,0.004
0,candidate_5,candidate_4,candidate_2,candidate_3,candidate_1,5,0.004
1,candidate_5,candidate_4,candidate_2,candidate_3,candidate_1,5,0.004
2,candidate_5,candidate_4,candidate_2,candidate_3,candidate_1,5,0.004
3,candidate_5,candidate_4,candidate_2,candidate_3,candidate_1,5,0.004
4,candidate_5,candidate_4,candidate_2,candidate_3,candidate_1,5,0.004
5,candidate_5,candidate_4,candidate_2,candidate_3,candidate_1,5,0.004
6,candidate_5,candidate_4,candidate_2,candidate_3,candidate_1,5,0.004
7,candidate_5,candidate_4,candidate_2,candidate_3,candidate_1,5,0.004
8,candidate_5,candidate_4,candidate_2,candidate_3,candidate_1,5,0.004
9,candidate_5,candidate_4,candidate_2,candidate_3,candidate_1,5,0.004
0,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
1,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
2,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
3,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
4,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
5,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
6,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
7,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
8,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
9,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
10,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
11,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
12,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
13,candidate_5,candidate_4,candidate_3,candidate_1,candidate_2,5,0.004
